PO_NUMBER,PaymentNO,DATE,PARTOL_TYPE,O'ty,AMOUNT,Price/Liter,shipping Address,CompanyID,Companyname,TaxNumber,InvoiceNumber,Filling Time,Vat 7% (inclusive),Grand Total,Company Name ,Address 
2203036581,20065753,2018-03-10,DIESEL,9118.6,250396.756,27.46,10010409,900395500,Ramos Thailand,100597570,300358549,45.593,17527.77292,267924.5289,Group1 ,"1086 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036586,20057383,2018-03-10,DIESEL,9315.94,255815.7124,27.46,30012564,900175273,Hoque Ltd.,100867027,300118314,46.5797,17907.09987,273722.8123,Group1 ,"1087 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036604,20064795,2018-03-10,DIESEL,9610.62,263907.6252,27.46,10001126,900617086,Petrova Thailand,100764711,300127059,48.0531,18473.53376,282381.159,Group1 ,"1088 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036609,20078604,2018-03-10,DIESEL,9870.76,271051.0696,27.46,10006801,900631366,Sun Thailand,100204857,300123730,49.3538,18973.57487,290024.6445,Group1 ,"1089 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036654,20040654,2018-03-10,DIESEL,9991.56,274368.2376,27.46,10008836,900655094,Wei co.,100347329,300440658,49.9578,19205.77663,293574.0142,Group1 ,"1090 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036669,20091222,2018-03-10,GASOHOL95,8780.7,294153.45,33.5,30023003,900850754,Salisu PCL.,100504711,300719407,43.9035,20590.7415,314744.1915,Group1 ,"1091 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036690,20031042,2018-03-10,DIESEL,7573.96,207980.9416,27.46,10023278,900601500,Ndiaye PCL.,100431965,300937293,37.8698,14558.66591,222539.6075,Group1 ,"1092 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036692,20019856,2018-03-10,DIESEL,8708.04,239122.7784,27.46,30038390,900756015,Haji PCL.,100799872,300217048,43.5402,16738.59449,255861.3729,Group1 ,"1093 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036696,20063537,2018-03-10,DIESEL,9265.18,254421.8428,27.46,30020708,900341421,Abu Thailand,100359932,300854929,46.3259,17809.529,272231.3718,Group1 ,"1094 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036704,20076661,2018-03-10,DIESEL,9729.12,267161.6352,27.46,30042727,900321356,Samuel PCL.,100513499,300187118,48.6456,18701.31446,285862.9497,Group1 ,"1095 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036706,20052538,2018-03-10,DIESEL,7899.52,216920.8192,27.46,30013992,900930667,Suarez Thailand,100225532,300975979,39.4976,15184.45734,232105.2765,Group1 ,"1096 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036724,20062153,2018-03-10,DIESEL,9566.2,262687.852,27.46,30038390,900756015,Haji PCL.,100112849,300995898,47.831,18388.14964,281076.0016,Group1 ,"1097 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036737,20048051,2018-03-10,DIESEL,9982.74,274126.0404,27.46,30028111,900782373,Jeremy Thailand,100275056,300760335,49.9137,19188.82283,293314.8632,Group1 ,"1098 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036750,20067256,2018-03-10,DIESEL,9532.7,261767.942,27.46,10002256,900592522,Reddy Thailand,100439653,300274821,47.6635,18323.75594,280091.6979,Group1 ,"1099 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036762,20047575,2018-03-10,DIESEL,9435.68,259103.7728,27.46,30000448,900466998,Rahim Thailand,100957894,300815707,47.1784,18137.2641,277241.0369,Group1 ,"1100 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036782,20015905,2018-03-10,GASOHOL95,9933.12,332759.52,33.5,30030400,900568300,Romero Thailand,100516052,300532414,49.6656,23293.1664,356052.6864,Group1 ,"1101 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036815,20047386,2018-03-10,DIESEL,9993.96,274434.1416,27.46,30025508,900694980,Traore PCL.,100385136,300637296,49.9698,19210.38991,293644.5315,Group1 ,"1102 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036857,20066582,2018-03-10,DIESEL,9729.52,267172.6192,27.46,30038137,900619163,Molina Thailand,100614291,300553066,48.6476,18702.08334,285874.7025,Group1 ,"1103 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036868,20071797,2018-03-10,GASOHOL95,9703.22,325057.87,33.5,30027584,900485463,Shimizu Thailand,100342503,300477984,48.5161,22754.0509,347811.9209,Group1 ,"1104 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036889,20056393,2018-03-10,DIESEL,8188.14,224846.3244,27.46,30020647,900292241,Heather PCL.,100503884,300528155,40.9407,15739.24271,240585.5671,Group1 ,"1105 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203036945,20027805,2018-03-10,DIESEL,9483.58,260419.1068,27.46,30029534,900918894,Carl Thailand,100879312,300404653,47.4179,18229.33748,278648.4443,Group1 ,"1106 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037007,20079463,2018-03-10,DIESEL,9791.46,268873.4916,27.46,30040004,900865389,Amber Ltd.,100487373,300249516,48.9573,18821.14441,287694.636,Group1 ,"1107 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037013,20036944,2018-03-10,GASOHOL95,9733.4,326068.9,33.5,30038362,900525719,Musa Thailand,100856141,300749140,48.667,22824.823,348893.723,Group1 ,"1108 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037014,20071584,2018-03-10,DIESEL,9942.9,273032.034,27.46,30038362,900525719,Musa Thailand,100560268,300920637,49.7145,19112.24238,292144.2764,Group1 ,"1109 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037021,20094445,2018-03-10,DIESEL,9993.08,274409.9768,27.46,10002913,900998229,Wang co.,100509237,300113462,49.9654,19208.69838,293618.6752,Group1 ,"1110 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037025,20091809,2018-03-10,GASOHOL95,9971.88,334057.98,33.5,30029534,900918894,Carl Thailand,100161679,300381467,49.8594,23384.0586,357442.0386,Group1 ,"1111 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037035,20044719,2018-03-10,DIESEL,9680.42,265824.3332,27.46,30029534,900918894,Carl Thailand,100715320,300162785,48.4021,18607.70332,284432.0365,Group1 ,"1112 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037061,20050112,2018-03-10,DIESEL,9958.08,273448.8768,27.46,30029534,900918894,Carl Thailand,100727724,300384228,49.7904,19141.42138,292590.2982,Group1 ,"1113 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037096,20063249,2018-03-10,DIESEL,9688.84,266055.5464,27.46,30038348,900698255,Umar Ltd.,100966326,300361806,48.4442,18623.88825,284679.4346,Group1 ,"1114 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037165,20015942,2018-03-10,GASOHOL95,7799.46,261281.91,33.5,30005547,900193602,Bag co.,100927712,300947852,38.9973,18289.7337,279571.6437,Group1 ,"1115 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037291,20012683,2018-03-10,DIESEL,9722.66,266984.2436,27.46,30043240,900149913,de Araujo Thailand,100281668,300301944,48.6133,18688.89705,285673.1407,Group1 ,"1116 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037311,20071779,2018-03-10,DIESEL,9782.1,268616.466,27.46,30038362,900525719,Musa Thailand,100365201,300670420,48.9105,18803.15262,287419.6186,Group1 ,"1117 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037326,20047042,2018-03-10,GASOHOL95,6268.96,210010.16,33.5,30029534,900918894,Carl Thailand,100576995,300517476,31.3448,14700.7112,224710.8712,Group1 ,"1118 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037342,20099887,2018-03-10,GASOHOL95,9979.86,334325.31,33.5,30038362,900525719,Musa Thailand,100456027,300933831,49.8993,23402.7717,357728.0817,Group1 ,"1119 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037350,20025055,2018-03-10,GASOHOL95,6271.64,210099.94,33.5,30038348,900698255,Umar Ltd.,100156684,300908945,31.3582,14706.9958,224806.9358,Group1 ,"1120 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037354,20083129,2018-03-10,DIESEL,9229.74,253448.6604,27.46,30013037,900111220,Palacios PCL.,100514749,300652510,46.1487,17741.40623,271190.0666,Group1 ,"1121 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037418,20013048,2018-03-10,DIESEL,9388.9,257819.194,27.46,10022051,900794856,Jie co.,100188580,300276214,46.9445,18047.34358,275866.5376,Group1 ,"1122 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037424,20086990,2018-03-10,DIESEL,9196.88,252546.3248,27.46,10002244,900787895,Gul co.,100816131,300744988,45.9844,17678.24274,270224.5675,Group1 ,"1123 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037462,20038348,2018-03-10,DIESEL,7695.5,211318.43,27.46,10002888,900824729,Omar Ltd.,100265146,300327046,38.4775,14792.2901,226110.7201,Group1 ,"1124 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037484,20080940,2018-03-10,DIESEL,9970.52,273790.4792,27.46,30027174,900501135,Wen co.,100477204,300238223,49.8526,19165.33354,292955.8127,Group1 ,"1125 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037622,20089076,2018-03-10,DIESEL,9997.08,274519.8168,27.46,30026658,900545918,Noor PCL.,100479434,300492138,49.9854,19216.38718,293736.204,Group1 ,"1126 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037645,20052453,2018-03-10,DIESEL,6985.16,191812.4936,27.46,10008836,900655094,Wei co.,100165694,300968894,34.9258,13426.87455,205239.3682,Group1 ,"1127 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037744,20024945,2018-03-10,DIESEL,9993.38,274418.2148,27.46,10012334,900544783,Bux Ltd.,100864873,300276013,49.9669,19209.27504,293627.4898,Group1 ,"1128 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037745,20078020,2018-03-10,DIESEL,8820.84,242220.2664,27.46,30028393,900729796,Costa Thailand,100569545,300965166,44.1042,16955.41865,259175.685,Group1 ,"1129 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037746,20073668,2018-03-10,DIESEL,7945.62,218186.7252,27.46,30019258,900495452,Robert co.,100154573,300842234,39.7281,15273.07076,233459.796,Group1 ,"1130 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037759,20026506,2018-03-10,DIESEL,9764.04,268120.5384,27.46,30003313,900809814,Patel Thailand,100870743,300410584,48.8202,18768.43769,286888.9761,Group1 ,"1131 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037770,20025448,2018-03-10,DIESEL,9283.86,254934.7956,27.46,30038348,900698255,Umar Ltd.,100939960,300114458,46.4193,17845.43569,272780.2313,Group1 ,"1132 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037777,20066566,2018-03-10,DIESEL,8561.94,235110.8724,27.46,30038348,900698255,Umar Ltd.,100432531,300928292,42.8097,16457.76107,251568.6335,Group1 ,"1133 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037790,20074183,2018-03-10,DIESEL,9819.86,269653.3556,27.46,30021092,900432589,Tong PCL.,100527427,300580022,49.0993,18875.73489,288529.0905,Group1 ,"1134 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037791,20098473,2018-03-10,DIESEL,8345.8,229175.668,27.46,30026514,900893009,Judith co.,100351205,300473256,41.729,16042.29676,245217.9648,Group1 ,"1135 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037812,20042583,2018-03-10,DIESEL,8232.06,226052.3676,27.46,10002966,900164770,Ahmad Ltd.,100200414,300334177,41.1603,15823.66573,241876.0333,Group1 ,"1136 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037835,20032812,2018-03-10,DIESEL,8227.64,225930.9944,27.46,30002244,900627148,Giri co.,100417733,300899100,41.1382,15815.16961,241746.164,Group1 ,"1137 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037889,20022939,2018-03-10,GASOHOL95,9276.46,310761.41,33.5,10022543,900576142,Calderon co.,100523884,300822353,46.3823,21753.2987,332514.7087,Group1 ,"1138 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037942,20025188,2018-03-10,DIESEL,8198.06,225118.7276,27.46,30038347,900964090,António co.,100795589,300663151,40.9903,15758.31093,240877.0385,Group1 ,"1139 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037991,20040548,2018-03-10,GASOHOL95,9005.76,301692.96,33.5,30038362,900525719,Musa Thailand,100168559,300723615,45.0288,21118.5072,322811.4672,Group1 ,"1140 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203037997,20066760,2018-03-10,DIESEL,9929.08,272652.5368,27.46,30003071,900529293,Andrade co.,100936444,300832791,49.6454,19085.67758,291738.2144,Group1 ,"1141 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038023,20010780,2018-03-10,DIESEL,9977.2,273973.912,27.46,30029534,900918894,Carl Thailand,100466709,300495890,49.886,19178.17384,293152.0858,Group1 ,"1142 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038043,20090685,2018-03-10,GASOHOL95,9992.12,334736.02,33.5,30038348,900698255,Umar Ltd.,100747079,300699031,49.9606,23431.5214,358167.5414,Group1 ,"1143 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038045,20013442,2018-03-10,DIESEL,9350.02,256751.5492,27.46,30013992,900930667,Suarez Thailand,100877935,300364701,46.7501,17972.60844,274724.1576,Group1 ,"1144 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038049,20040636,2018-03-10,DIESEL,9730.06,267187.4476,27.46,10022660,900436502,Henry Ltd.,100478986,300253331,48.6503,18703.12133,285890.5689,Group1 ,"1145 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038051,20094312,2018-03-10,GASOHOL95,6413.94,214866.99,33.5,30034185,900683047,Barbosa Thailand,100138947,300294917,32.0697,15040.6893,229907.6793,Group1 ,"1146 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038070,20092160,2018-03-10,GASOHOL95,9850.24,329983.04,33.5,10022660,900436502,Henry Ltd.,100423352,300876310,49.2512,23098.8128,353081.8528,Group1 ,"1147 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038073,20071735,2018-03-10,GASOHOL95,9992.78,334758.13,33.5,10022660,900436502,Henry Ltd.,100237141,300467705,49.9639,23433.0691,358191.1991,Group1 ,"1148 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038077,20032122,2018-03-10,DIESEL,8897.94,244337.4324,27.46,30024855,900379336,Michael co.,100629416,300672990,44.4897,17103.62027,261441.0527,Group1 ,"1149 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038105,20059904,2018-03-10,DIESEL,9929.9,272675.054,27.46,30038348,900698255,Umar Ltd.,100717214,300375065,49.6495,19087.25378,291762.3078,Group1 ,"1150 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038132,20017065,2018-03-10,DIESEL,8661.3,237839.298,27.46,30037192,900917745,Pinto Ltd.,100320016,300396168,43.3065,16648.75086,254488.0489,Group1 ,"1151 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038133,20085338,2018-03-10,DIESEL,9262.36,254344.4056,27.46,10002940,900768802,Escobar Thailand,100756742,300870354,46.3118,17804.10839,272148.514,Group1 ,"1152 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038151,20028027,2018-03-10,DIESEL,9962.52,273570.7992,27.46,30023005,900301370,Siddique co.,100228470,300296684,49.8126,19149.95594,292720.7551,Group1 ,"1153 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038160,20053113,2018-03-10,DIESEL,9885.38,271452.5348,27.46,10002917,900566996,Vieira Thailand,100730578,300916298,49.4269,19001.67744,290454.2122,Group1 ,"1154 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038228,20054456,2018-03-10,DIESEL,7674.96,210754.4016,27.46,30042727,900321356,Samuel PCL.,100135109,300777449,38.3748,14752.80811,225507.2097,Group1 ,"1155 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038241,20065811,2018-03-10,DIESEL,9999.88,274596.7048,27.46,30000420,900936124,Tran co.,100364517,300769645,49.9994,19221.76934,293818.4741,Group1 ,"1156 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038286,20024180,2018-03-10,DIESEL,9077.74,249274.7404,27.46,10021849,900943138,Tiwari co.,100575569,300666868,45.3887,17449.23183,266723.9722,Group1 ,"1157 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038326,20029502,2018-03-10,DIESEL,9979.04,274024.4384,27.46,10011705,900741748,Duran co.,100245211,300898069,49.8952,19181.71069,293206.1491,Group1 ,"1158 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038330,20067207,2018-03-10,DIESEL,9994.6,274451.716,27.46,10022050,900225687,Alan Ltd.,100353066,300753132,49.973,19211.62012,293663.3361,Group1 ,"1159 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038355,20049309,2018-03-10,DIESEL,9861.54,270797.8884,27.46,10002692,900626845,Benitez co.,100553033,300962299,49.3077,18955.85219,289753.7406,Group1 ,"1160 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038356,20083220,2018-03-10,GASOHOL95,9972.24,334070.04,33.5,10022543,900576142,Calderon co.,100124211,300827085,49.8612,23384.9028,357454.9428,Group1 ,"1161 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038405,20083159,2018-03-10,GASOHOL95,9943.3,333100.55,33.5,10021938,900536640,Ti Ltd.,100587494,300248834,49.7165,23317.0385,356417.5885,Group1 ,"1162 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038408,20068440,2018-03-10,GASOHOL95,8199.34,274677.89,33.5,10021938,900536640,Ti Ltd.,100958116,300471030,40.9967,19227.4523,293905.3423,Group1 ,"1163 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038424,20016288,2018-03-10,DIESEL,9879.5,271291.07,27.46,30025789,900845721,Mark PCL.,100757102,300174690,49.3975,18990.3749,290281.4449,Group1 ,"1164 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038428,20021546,2018-03-10,DIESEL,9559.4,262501.124,27.46,30029534,900918894,Carl Thailand,100924916,300253638,47.797,18375.07868,280876.2027,Group1 ,"1165 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038438,20065588,2018-03-10,DIESEL,8057.66,221263.3436,27.46,30038348,900698255,Umar Ltd.,100896225,300782990,40.2883,15488.43405,236751.7777,Group1 ,"1166 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038494,20045495,2018-03-10,GASOHOL95,9999.94,334997.99,33.5,10022543,900576142,Calderon co.,100251286,300813873,49.9997,23449.8593,358447.8493,Group1 ,"1167 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038508,20074620,2018-03-10,DIESEL,9999.92,274597.8032,27.46,30043240,900149913,de Araujo Thailand,100833556,300857049,49.9996,19221.84622,293819.6494,Group1 ,"1168 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038586,20046576,2018-03-10,DIESEL,9989.42,274309.4732,27.46,10022660,900436502,Henry Ltd.,100890798,300374499,49.9471,19201.66312,293511.1363,Group1 ,"1169 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038611,20040195,2018-03-10,GASOHOL95,6502.42,217831.07,33.5,30038348,900698255,Umar Ltd.,100754529,300328252,32.5121,15248.1749,233079.2449,Group1 ,"1170 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038612,20073489,2018-03-10,GASOHOL95,7267.4,243457.9,33.5,10022660,900436502,Henry Ltd.,100672229,300211450,36.337,17042.053,260499.953,Group1 ,"1171 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038631,20053547,2018-03-10,DIESEL,9806.66,269290.8836,27.46,30029534,900918894,Carl Thailand,100526747,300220453,49.0333,18850.36185,288141.2455,Group1 ,"1172 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038695,20050883,2018-03-10,DIESEL,9998.86,274568.6956,27.46,10008093,900552593,Jana co.,100960638,300389720,49.9943,19219.80869,293788.5043,Group1 ,"1173 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038750,20052862,2018-03-10,DIESEL,8417.42,231142.3532,27.46,10021385,900416393,Shirley Thailand,100694799,300722800,42.0871,16179.96472,247322.3179,Group1 ,"1174 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038752,20033958,2018-03-10,DIESEL,7774.4,213485.024,27.46,30043681,900126554,Hosseini Thailand,100459022,300295866,38.872,14943.95168,228428.9757,Group1 ,"1175 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038755,20032738,2018-03-10,DIESEL,9432.56,259018.0976,27.46,30003313,900809814,Patel Thailand,100300908,300434078,47.1628,18131.26683,277149.3644,Group1 ,"1176 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038756,20066450,2018-03-10,DIESEL,9980.8,274072.768,27.46,30033260,900782972,Yusuf Thailand,100509945,300300427,49.904,19185.09376,293257.8618,Group1 ,"1177 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038766,20076041,2018-03-10,DIESEL,8991.38,246903.2948,27.46,30029534,900918894,Carl Thailand,100267670,300949384,44.9569,17283.23064,264186.5254,Group1 ,"1178 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038769,20086003,2018-03-10,DIESEL,9787.42,268762.5532,27.46,30038390,900756015,Haji PCL.,100575308,300915164,48.9371,18813.37872,287575.9319,Group1 ,"1179 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038801,20086517,2018-03-10,DIESEL,7296.42,200359.6932,27.46,30038348,900698255,Umar Ltd.,100915593,300662937,36.4821,14025.17852,214384.8717,Group1 ,"1180 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038805,20069386,2018-03-10,DIESEL,8055.86,221213.9156,27.46,30038348,900698255,Umar Ltd.,100792202,300173494,40.2793,15484.97409,236698.8897,Group1 ,"1181 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203038820,20071384,2018-03-10,DIESEL,9999.9,274597.254,27.46,30029534,900918894,Carl Thailand,100321184,300412263,49.9995,19221.80778,293819.0618,Group1 ,"1182 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
