DATE,PO_NUMBER,PAYMENT_NUMBER,INVOICE_NUMBER,SHIPMENT_NUMBER,TRUCK_NUMBER,PARTOL_TYPE,O'ty (Liter),AMOUNT,AGENT
6/3/2018,2203024838,20033850,300145992,2203024838,กท.75-1033,GASOHOL95,8342.28,264200.0076,GROUP1
6/3/2018,2203024841,20073678,300250535,2203024841,สค.70-6125,DIESEL,9998.66,273363.3644,GROUP1
6/3/2018,2203024844,20035663,300115416,2203024844,ชม.70-5261,DIESEL,9669.7,264369.598,GROUP1
6/3/2018,2203024872,20029922,300576360,2203024872,กท.79-0144,DIESEL,9947.36,271960.8224,GROUP1
6/3/2018,2203024877,20019515,300162803,2203024877,กท.79-5584,DIESEL,9397.6,256930.384,GROUP1
6/3/2018,2203024883,20065948,300925305,2203024883,กท.79-0642,DIESEL,7980.44,218185.2296,GROUP1
6/3/2018,2203024889,20097329,300823004,2203024889,กท.79-5843,DIESEL,9998.3,273353.522,GROUP1
6/3/2018,2203024905,20045843,300677874,2203024905,กท.79-2716,DIESEL,7737.2,211535.048,GROUP1
6/3/2018,2203024924,20061019,300872883,2203024924,กท.74-9067,DIESEL,9030.62,246897.1508,GROUP1
6/3/2018,2203024941,20023449,300388058,2203024941,กท.77-9738,DIESEL,8912.32,243662.8288,GROUP1
6/3/2018,2203024950,20035775,300167874,2203024950,กท.77-8133,DIESEL,9760.82,266860.8188,GROUP1
6/3/2018,2203024957,20027387,300965332,2203024957,กท.76-4825,GASOHOL95,9636.56,305189.8552,GROUP1
6/3/2018,2203024976,20019220,300430378,2203024976,กท.74-9070,DIESEL,7229.54,197655.6236,GROUP1
6/3/2018,2203024982,20078650,300950932,2203024982,กท.79-5578,DIESEL,9320.7,254827.938,GROUP1
6/3/2018,2203024987,20074801,300159614,2203024987,กท.60-9333,DIESEL,8001.42,218758.8228,GROUP1
6/3/2018,2203024994,20083543,300706884,2203024994,กท.78-6739,DIESEL,9854.06,269410.0004,GROUP1
6/3/2018,2203025008,20066852,300218697,2203025008,กท.79-1830,DIESEL,9955.02,272170.2468,GROUP1
6/3/2018,2203025026,20090068,300334781,2203025026,กท.79-1961,DIESEL,9619.7,263002.598,GROUP1
6/3/2018,2203025028,20014390,300403885,2203025028,กท.78-7993,DIESEL,9930,271486.2,GROUP1
6/3/2018,2203025039,20097881,300766880,2203025039,กท.79-0641,DIESEL,9947.32,271959.7288,GROUP1
6/3/2018,2203025093,20095632,300350797,2203025093,กท.79-5579,DIESEL,8887.72,242990.2648,GROUP1
6/3/2018,2203025118,20038924,300622597,2203025118,นม.70-6589,DIESEL,9629.2,263262.328,GROUP1
6/3/2018,2203025133,20092816,300289960,2203025133,กท.60-4205,GASOHOL95,8411.54,266393.4718,GROUP1
6/3/2018,2203025165,20091230,300489226,2203025165,กท.77-8134,DIESEL,9358.46,255860.2964,GROUP1
6/3/2018,2203025193,20025439,300891374,2203025193,กท.79-2717,DIESEL,9903.58,270763.8772,GROUP1
6/3/2018,2203025214,20082031,300433004,2203025214,ชบ.82-4190,DIESEL,9928.3,271439.722,GROUP1
6/3/2018,2203025217,20013664,300609040,2203025217,กท.75-3041,DIESEL,9904.4,270786.296,GROUP1
6/3/2018,2203025318,20089855,300487649,2203025318,ฉช.82-7443,DIESEL,9733.82,266122.6388,GROUP1
6/3/2018,2203025373,20030274,300506015,2203025373,ฉช.81-3257,DIESEL,9821.46,268518.7164,GROUP1
6/3/2018,2203025410,20024002,300549037,2203025410,กท.79-5841,DIESEL,8872,242560.48,GROUP1
6/3/2018,2203025440,20058219,300594607,2203025440,กท.75-2786,DIESEL,9318.66,254772.1644,GROUP1
6/3/2018,2203025580,20014484,300218957,2203025580,กท.60-4207,GASOHOL95,9725.68,308012.2856,GROUP1
6/3/2018,2203025588,20083663,300271625,2203025588,กท.79-3156,GASOHOL95,9914.52,313992.8484,GROUP1
6/3/2018,2203025592,20050530,300677832,2203025592,กท.79-2898,GASOHOL95,9244.76,292781.5492,GROUP1
6/3/2018,2203025595,20098346,300536299,2203025595,กท.61-7783,GASOHOL95,8318.32,263441.1944,GROUP1
6/3/2018,2203025602,20064326,300146756,2203025602,สค.70-4074,DIESEL,9460.22,258642.4148,GROUP1
6/3/2018,2203025613,20064416,300441942,2203025613,รย.81-6767,DIESEL,6820.9,186483.406,GROUP1
6/3/2018,2203025681,20031544,300228145,2203025681,ชบ.85-3878,DIESEL,9970.22,272585.8148,GROUP1
6/3/2018,2203025707,20063932,300529735,2203025707,กท.79-8107,GASOHOL95,9600.04,304033.2668,GROUP1
6/3/2018,2203025723,20066091,300224948,2203025723,กท.75-0640,DIESEL,9123.62,249439.7708,GROUP1
6/3/2018,2203025770,20013465,300132046,2203025770,กท.79-5584,DIESEL,9314.16,254649.1344,GROUP1
6/3/2018,2203025774,20039795,300136174,2203025774,กท.77-8133,DIESEL,9991.7,273173.078,GROUP1
6/3/2018,2203025815,20010585,300614214,2203025815,กท.78-6739,DIESEL,9949.54,272020.4236,GROUP1
6/3/2018,2203025837,20091267,300739031,2203025837,จบ.80-8222,DIESEL,7809.06,213499.7004,GROUP1
6/3/2018,2203025961,20015239,300140179,2203025961,กท.79-0642,DIESEL,8217.68,224671.3712,GROUP1
6/3/2018,2203025975,20048341,300853197,2203025975,กท.79-5578,DIESEL,9493.52,259552.8368,GROUP1
6/3/2018,2203025977,20079728,300100414,2203025977,กท.79-3259,DIESEL,8052.66,220159.7244,GROUP1
6/3/2018,2203025978,20061657,300924062,2203025978,ฉช.82-7170,DIESEL,9079.36,248229.7024,GROUP1
6/3/2018,2203026127,20070635,300312511,2203026127,กท.79-0841,DIESEL,9807.04,268124.4736,GROUP1
6/3/2018,2203026154,20076051,300111719,2203026154,ชม.70-5124,DIESEL,9294.98,254124.7532,GROUP1
6/3/2018,2203026185,20043222,300733308,2203026185,ชม.70-5420,DIESEL,9993.34,273217.9156,GROUP1
6/3/2018,2203026241,20049843,300690405,2203026241,กท.79-1961,DIESEL,9229.98,252347.6532,GROUP1
6/3/2018,2203026244,20016426,300342523,2203026244,กท.77-9738,DIESEL,6837.16,186927.9544,GROUP1
6/3/2018,2203026253,20066547,300472090,2203026253,ชม.70-5302,DIESEL,9915.7,271095.238,GROUP1
6/3/2018,2203026270,20065511,300458313,2203026270,กท.61-6876,GASOHOL95,5962.92,188845.6764,GROUP1
6/3/2018,2203026282,20060697,300636784,2203026282,กท.79-2716,DIESEL,8803.2,240679.488,GROUP1
6/3/2018,2203026293,20073666,300239076,2203026293,กท.79-0144,DIESEL,9055.62,247580.6508,GROUP1
6/3/2018,2203026296,20024744,300783540,2203026296,กท.78-7993,DIESEL,7183.7,196402.358,GROUP1
6/3/2018,2203026299,20011824,300843066,2203026299,จบ.80-3645,DIESEL,8735.76,238835.6784,GROUP1
6/3/2018,2203026320,20020358,300498354,2203026320,กท.78-4646,GASOHOL95,8770.08,277748.4336,GROUP1
6/3/2018,2203026328,20091626,300408215,2203026328,ชบ.84-7156,DIESEL,9999.86,273396.1724,GROUP1
6/3/2018,2203026352,20016609,300704210,2203026352,กท.79-5841,DIESEL,8001.82,218769.7588,GROUP1
6/3/2018,2203026358,20045733,300834322,2203026358,กท.79-2717,DIESEL,8009.7,218985.198,GROUP1
6/3/2018,2203026406,20066675,300717057,2203026406,กท.75-1033,GASOHOL95,9832.26,311387.6742,GROUP1
6/3/2018,2203026445,20061696,300204421,2203026445,กท.74-9070,DIESEL,9901.7,270712.478,GROUP1
6/3/2018,2203026446,20016937,300570997,2203026446,กท.77-8134,DIESEL,9797.68,267868.5712,GROUP1
6/3/2018,2203026449,20099993,300926568,2203026449,ชม.70-5123,DIESEL,9671.18,264410.0612,GROUP1
6/3/2018,2203026453,20047154,300958083,2203026453,นม.70-7502,GASOHOL95,9894.88,313370.8496,GROUP1
6/3/2018,2203026456,20049778,300896840,2203026456,นม.70-7497,GASOHOL95,9947.76,315045.5592,GROUP1
6/3/2018,2203026459,20039538,300951835,2203026459,นม.70-6720,GASOHOL95,8956.6,283655.522,GROUP1
6/3/2018,2203026477,20058960,300933605,2203026477,กท.74-9067,DIESEL,9540.52,260837.8168,GROUP1
6/3/2018,2203026487,20010797,300520681,2203026487,กท.79-5840,DIESEL,9997.1,273320.714,GROUP1
6/3/2018,2203026525,20035848,300135085,2203026525,กท.61-8797,DIESEL,9579.76,261910.6384,GROUP1
6/3/2018,2203026564,20075479,300969882,2203026564,นม.70-7144,GASOHOL95,9435.44,298820.3848,GROUP1
6/3/2018,2203026567,20094526,300460805,2203026567,กท.61-6634,GASOHOL95,9990.02,316383.9334,GROUP1
6/3/2018,2203026607,20090109,300830417,2203026607,กท.79-1830,DIESEL,8762.58,239568.9372,GROUP1
6/3/2018,2203026619,20028450,300617609,2203026619,กท.79-5579,DIESEL,9130.72,249633.8848,GROUP1
6/3/2018,2203026622,20019154,300215219,2203026622,ฉช.81-4230,DIESEL,9918.04,271159.2136,GROUP1
6/3/2018,2203026629,20067969,300417595,2203026629,กท.79-5843,DIESEL,9985.16,272994.2744,GROUP1
6/3/2018,2203026641,20079525,300346064,2203026641,สค.70-6123,DIESEL,9132.18,249673.8012,GROUP1
6/3/2018,2203026665,20037573,300683822,2203026665,ตร.80-5684,DIESEL,8429.82,230471.2788,GROUP1
6/3/2018,2203026674,20058752,300955622,2203026674,กท.78-6744,DIESEL,9105.54,248945.4636,GROUP1
6/3/2018,2203026736,20096854,300382217,2203026736,กท.78-6739,DIESEL,9142.6,249958.684,GROUP1
6/3/2018,2203026744,20059611,300884067,2203026744,กท.78-1149,DIESEL,9700.32,265206.7488,GROUP1
6/3/2018,2203026750,20012583,300990325,2203026750,ชม.70-5122,DIESEL,9389.86,256718.7724,GROUP1
6/3/2018,2203026759,20066429,300903364,2203026759,กท.79-0841,DIESEL,8604.3,235241.562,GROUP1
6/3/2018,2203026787,20046861,300405890,2203026787,ลพ.70-0785,DIESEL,9997.08,273320.1672,GROUP1
6/3/2018,2203026824,20059991,300986973,2203026824,ชม.70-5421,DIESEL,9036.02,247044.7868,GROUP1
6/3/2018,2203026841,20084456,300439354,2203026841,กท.79-2716,DIESEL,6691.68,182950.5312,GROUP1
6/3/2018,2203026856,20040145,300180907,2203026856,ชม.70-5299,DIESEL,9985.24,272996.4616,GROUP1
6/3/2018,2203026921,20084455,300674758,2203026921,กท.79-3257,DIESEL,9647.38,263759.3692,GROUP1
6/3/2018,2203027073,20012275,300788326,2203027073,กท.79-2717,DIESEL,9970.48,272592.9232,GROUP1
6/3/2018,2203027077,20023930,300144411,2203027077,กท.78-7993,DIESEL,9721.26,265779.2484,GROUP1
6/3/2018,2203027079,20042939,300688816,2203027079,กท.77-8134,DIESEL,9990.9,273151.206,GROUP1
6/3/2018,2203027104,20053081,300399606,2203027104,กท.79-5579,DIESEL,7380.9,201793.806,GROUP1
6/3/2018,2203027111,20051021,300854046,2203027111,กท.78-1149,DIESEL,9071.78,248022.4652,GROUP1
6/3/2018,2203027117,20017734,300574990,2203027117,กท.78-6742,DIESEL,8617.78,235610.1052,GROUP1
6/3/2018,2203027136,20093894,300484627,2203027136,กท.74-9070,DIESEL,5593.4,152923.556,GROUP1
6/3/2018,2203027165,20099658,300220414,2203027165,กท.79-1830,DIESEL,9869.78,269839.7852,GROUP1
6/3/2018,2203027166,20024991,300849222,2203027166,กท.79-0144,DIESEL,9492,259511.28,GROUP1
6/3/2018,2203027169,20025566,300486252,2203027169,กท.78-6744,DIESEL,8084.28,221024.2152,GROUP1
6/3/2018,2203027198,20084169,300785914,2203027198,กท.79-0642,DIESEL,9999.02,273373.2068,GROUP1
6/3/2018,2203027283,20072970,300353933,2203027283,กท.79-5584,DIESEL,8210.24,224467.9616,GROUP1
6/3/2018,2203027460,20010115,300486298,2203027460,ชม.70-5192,DIESEL,9952.22,272093.6948,GROUP1
7/3/2018,2203027490,20070576,300608746,2203027490,สค.70-6119,GASOHOL95,9817.66,319663.0096,GROUP1
7/3/2018,2203027491,20032737,300910207,2203027491,ชม.70-4355,DIESEL,7209.54,199343.781,GROUP1
7/3/2018,2203027532,20012513,300396738,2203027532,สค.70-6124,GASOHOL95,9114.66,296773.3296,GROUP1
7/3/2018,2203027543,20053387,300196391,2203027543,ชม.70-5301,DIESEL,9997.66,276435.299,GROUP1
7/3/2018,2203027635,20047367,300208088,2203027635,ฉช.82-8346,DIESEL,9343.76,258354.964,GROUP1
7/3/2018,2203027681,20028639,300443989,2203027681,สค.70-4335,GASOHOL95,7819.58,254605.5248,GROUP1
7/3/2018,2203027723,20058041,300275712,2203027723,กท.61-6077,DIESEL,9964.78,275526.167,GROUP1
7/3/2018,2203027726,20050884,300228005,2203027726,สค.70-4333,GASOHOL95,9916.18,322870.8208,GROUP1
7/3/2018,2203027750,20090518,300235413,2203027750,กท.75-1033,GASOHOL95,9952.82,324063.8192,GROUP1
7/3/2018,2203027811,20075032,300276148,2203027811,กท.79-2716,DIESEL,9920.12,274291.318,GROUP1
7/3/2018,2203027823,20016105,300352988,2203027823,กท.78-1149,DIESEL,7412.7,204961.155,GROUP1
7/3/2018,2203027827,20034289,300123792,2203027827,กท.79-5843,DIESEL,9973.22,275759.533,GROUP1
7/3/2018,2203027829,20026224,300913820,2203027829,กท.79-1830,DIESEL,8593.32,237605.298,GROUP1
7/3/2018,2203027836,20015959,300449489,2203027836,กท.79-1816,DIESEL,9246.08,255654.112,GROUP1
7/3/2018,2203027845,20076025,300862288,2203027845,กท.78-6739,DIESEL,8781.14,242798.521,GROUP1
7/3/2018,2203027857,20049112,300164637,2203027857,กท.79-1961,DIESEL,9071.96,250839.694,GROUP1
7/3/2018,2203027874,20070340,300568473,2203027874,กท.77-9738,DIESEL,9979.94,275945.341,GROUP1
7/3/2018,2203027884,20090205,300887506,2203027884,กท.79-5578,DIESEL,8756.62,242120.543,GROUP1
7/3/2018,2203027888,20073488,300919881,2203027888,กท.77-8134,DIESEL,9596.26,265336.589,GROUP1
7/3/2018,2203027894,20027022,300626411,2203027894,สค.70-3935,GASOHOL95,9777.6,318358.656,GROUP1
7/3/2018,2203027897,20047583,300916569,2203027897,กท.77-8133,DIESEL,8994.76,248705.114,GROUP1
7/3/2018,2203027903,20045695,300870126,2203027903,จบ.81-2529,DIESEL,9790.46,270706.219,GROUP1
7/3/2018,2203027920,20062965,300522432,2203027920,กท.79-2717,DIESEL,9999.34,276481.751,GROUP1
7/3/2018,2203027926,20069215,300874390,2203027926,กท.74-9067,DIESEL,9775.3,270287.045,GROUP1
7/3/2018,2203027942,20046247,300278596,2203027942,กท.79-0841,DIESEL,9794.24,270810.736,GROUP1
7/3/2018,2203027954,20095431,300715978,2203027954,กท.79-5579,DIESEL,9992.6,276295.39,GROUP1
7/3/2018,2203027984,20040427,300224598,2203027984,สค.70-6125,DIESEL,5520.98,152655.097,GROUP1
7/3/2018,2203028029,20037290,300696516,2203028029,กท.60-4208,GASOHOL95,9280,302156.8,GROUP1
7/3/2018,2203028035,20041195,300717318,2203028035,กท.79-0641,DIESEL,9978.9,275916.585,GROUP1
7/3/2018,2203028069,20050398,300160030,2203028069,นม.70-6730,GASOHOL95,9991.64,325327.7984,GROUP1
7/3/2018,2203028080,20015965,300938449,2203028080,กท.78-7993,DIESEL,9074.2,250901.63,GROUP1
7/3/2018,2203028091,20043871,300719953,2203028091,กท.79-0144,DIESEL,9938.76,274806.714,GROUP1
7/3/2018,2203028155,20081997,300877123,2203028155,กท.60-4205,GASOHOL95,8311.86,270634.1616,GROUP1
7/3/2018,2203028191,20092531,300697214,2203028191,กท.79-3257,DIESEL,9055.28,250378.492,GROUP1
7/3/2018,2203028203,20050817,300333816,2203028203,กท.78-6744,DIESEL,9909.88,274008.182,GROUP1
7/3/2018,2203028235,20044223,300934054,2203028235,กท.79-5840,DIESEL,8593.28,237604.192,GROUP1
7/3/2018,2203028322,20073917,300157421,2203028322,ชม.70-5261,DIESEL,9255.8,255922.87,GROUP1
7/3/2018,2203028387,20029955,300748015,2203028387,ชม.70-5299,DIESEL,9537.38,263708.557,GROUP1
7/3/2018,2203028459,20086778,300612789,2203028459,ชบ.84-7139,DIESEL,9728.28,268986.942,GROUP1
7/3/2018,2203028495,20063245,300257457,2203028495,กท.79-5843,DIESEL,9857.06,272547.709,GROUP1
7/3/2018,2203028496,20057040,300696707,2203028496,กท.79-2898,GASOHOL95,8335.56,271405.8336,GROUP1
7/3/2018,2203028514,20041523,300864627,2203028514,กท.72-3498,DIESEL,9804.04,271081.706,GROUP1
7/3/2018,2203028551,20073232,300663304,2203028551,ชบ.82-4190,DIESEL,8973.88,248127.782,GROUP1
7/3/2018,2203028557,20076069,300131514,2203028557,กท.79-1690,DIESEL,9635.86,266431.529,GROUP1
7/3/2018,2203028608,20080352,300209698,2203028608,กท.60-4207,GASOHOL95,9885.58,321874.4848,GROUP1
7/3/2018,2203028610,20030523,300536426,2203028610,รย.82-0448,DIESEL,9997.06,276418.709,GROUP1
7/3/2018,2203028614,20088410,300987844,2203028614,ชบ.84-7975,DIESEL,9789.98,270692.947,GROUP1
7/3/2018,2203028618,20055004,300313344,2203028618,ลพ.70-0785,DIESEL,9987.58,276156.587,GROUP1
7/3/2018,2203028623,20045696,300212371,2203028623,ชม.70-4355,DIESEL,8255.78,228272.317,GROUP1
7/3/2018,2203028708,20087553,300887441,2203028708,ชบ.85-3878,DIESEL,9737.94,269254.041,GROUP1
7/3/2018,2203028715,20096312,300796666,2203028715,กท.61-8383,DIESEL,9639.2,266523.88,GROUP1
7/3/2018,2203028717,20098730,300633153,2203028717,กท.79-2716,DIESEL,9830.32,271808.348,GROUP1
7/3/2018,2203028719,20021851,300855137,2203028719,กท.77-6494,DIESEL,8982.14,248356.171,GROUP1
7/3/2018,2203028751,20050026,300556049,2203028751,ชม.70-5421,DIESEL,9986.7,276132.255,GROUP1
7/3/2018,2203028759,20059385,300802097,2203028759,กท.61-6876,GASOHOL95,9723.14,316585.4384,GROUP1
7/3/2018,2203028762,20022568,300699310,2203028762,กท.77-8133,DIESEL,9411.42,260225.763,GROUP1
7/3/2018,2203028763,20093752,300352563,2203028763,ฉช.81-3257,DIESEL,9522.9,263308.185,GROUP1
7/3/2018,2203028767,20045785,300579751,2203028767,ชม.70-6507,DIESEL,9727.26,268958.739,GROUP1
7/3/2018,2203028788,20032341,300789561,2203028788,กท.75-9389,DIESEL,8611.24,238100.786,GROUP1
7/3/2018,2203028794,20027791,300808425,2203028794,กท.79-1961,DIESEL,9977.12,275867.368,GROUP1
7/3/2018,2203028817,20039482,300139359,2203028817,จบ.80-8222,DIESEL,8871.5,245296.975,GROUP1
7/3/2018,2203028841,20063795,300786881,2203028841,กท.79-0144,DIESEL,9997.34,276426.451,GROUP1
7/3/2018,2203028878,20095143,300415883,2203028878,กท.77-9738,DIESEL,9115.54,252044.681,GROUP1
7/3/2018,2203028888,20056766,300132825,2203028888,กท.79-8995,DIESEL,9831.22,271833.233,GROUP1
7/3/2018,2203028903,20072551,300936444,2203028903,กท.61-4720,DIESEL,9587.68,265099.352,GROUP1
7/3/2018,2203028933,20027960,300919362,2203028933,กท.79-7440,GASOHOL95,9970.32,324633.6192,GROUP1
7/3/2018,2203029010,20074087,300651442,2203029010,กท.61-7783,GASOHOL95,9998.5,325551.16,GROUP1
7/3/2018,2203029013,20043684,300894971,2203029013,กท.74-9067,DIESEL,9640.48,266559.272,GROUP1
7/3/2018,2203029049,20043487,300185468,2203029049,ชบ.71-4793,GASOHOL95,7654.14,249218.7984,GROUP1
7/3/2018,2203029058,20014095,300442037,2203029058,ลพ.70-0786,DIESEL,9901.72,273782.558,GROUP1
7/3/2018,2203029072,20060296,300493313,2203029072,ชม.70-4219,DIESEL,7911.38,218749.657,GROUP1
7/3/2018,2203029092,20051257,300898798,2203029092,ฉช.82-8346,DIESEL,9632.52,266339.178,GROUP1
7/3/2018,2203029098,20037651,300677538,2203029098,กท.79-8107,GASOHOL95,9957.3,324209.688,GROUP1
7/3/2018,2203029145,20060631,300282010,2203029145,กท.79-0641,DIESEL,9893.76,273562.464,GROUP1
7/3/2018,2203029146,20013097,300325523,2203029146,กท.61-6077,DIESEL,9996.54,276404.331,GROUP1
7/3/2018,2203029174,20086347,300864974,2203029174,ชม.70-6755,GASOHOL95,9886.44,321902.4864,GROUP1
7/3/2018,2203029177,20096749,300221531,2203029177,ชม.70-5997,GASOHOL95,7720.96,251394.4576,GROUP1
7/3/2018,2203029179,20055672,300582984,2203029179,ชม.70-5420,DIESEL,9994.9,276358.985,GROUP1
7/3/2018,2203029199,20016098,300874100,2203029199,กท.79-2717,DIESEL,9995.06,276363.409,GROUP1
7/3/2018,2203029243,20088102,300694827,2203029243,ชม.70-5302,DIESEL,9807.36,271173.504,GROUP1
7/3/2018,2203029254,20014714,300165295,2203029254,กท.78-6739,DIESEL,7466.88,206459.232,GROUP1
7/3/2018,2203029287,20034981,300719392,2203029287,กท.79-1830,DIESEL,9862.66,272702.549,GROUP1
7/3/2018,2203029304,20022159,300252551,2203029304,กท.79-0841,DIESEL,9946.84,275030.126,GROUP1
7/3/2018,2203029315,20070909,300311959,2203029315,กท.79-5584,DIESEL,7826.56,216404.384,GROUP1
7/3/2018,2203029332,20023604,300429676,2203029332,กท.79-0642,DIESEL,9744.94,269447.591,GROUP1
7/3/2018,2203029376,20028071,300830634,2203029376,กท.79-5578,DIESEL,9930.56,274579.984,GROUP1
7/3/2018,2203029405,20072100,300698463,2203029405,ชม.70-5122,DIESEL,9682.4,267718.36,GROUP1
7/3/2018,2203029430,20096188,300950075,2203029430,กท.78-6742,DIESEL,7675.22,212219.833,GROUP1
7/3/2018,2203029460,20033378,300640853,2203029460,กท.79-5579,DIESEL,9919.76,274281.364,GROUP1
7/3/2018,2203029477,20070533,300875502,2203029477,ฉช.81-4230,DIESEL,6456.36,178518.354,GROUP1
7/3/2018,2203029652,20078250,300142675,2203029652,กท.78-1149,DIESEL,9994.56,276349.584,GROUP1
7/3/2018,2203029663,20082350,300176223,2203029663,กท.79-5843,DIESEL,8405.88,232422.582,GROUP1
7/3/2018,2203029677,20078318,300672177,2203029677,กท.79-5841,DIESEL,8983.42,248391.563,GROUP1
7/3/2018,2203029679,20058576,300944695,2203029679,กท.78-6744,DIESEL,9885.1,273323.015,GROUP1
7/3/2018,2203029733,20046108,300474494,2203029733,กท.79-0644,DIESEL,9655.66,266978.999,GROUP1
7/3/2018,2203029735,20028526,300883452,2203029735,ชม.70-5123,DIESEL,9997.92,276442.488,GROUP1
7/3/2018,2203029752,20061771,300750678,2203029752,กท.79-1961,DIESEL,9839.6,272064.94,GROUP1
7/3/2018,2203029756,20042820,300839812,2203029756,กท.77-8133,DIESEL,9220.86,254956.779,GROUP1
7/3/2018,2203029757,20033964,300732397,2203029757,กท.77-9738,DIESEL,7673.04,212159.556,GROUP1
7/3/2018,2203029769,20061579,300220178,2203029769,สค.70-4074,DIESEL,8796.18,243214.377,GROUP1
8/3/2018,2203030173,20048673,300948146,2203030173,สค.70-6119,GASOHOL95,9999.66,326688.8922,GROUP1
8/3/2018,2203030174,20045118,300716487,2203030174,สค.70-4333,GASOHOL95,9704.1,317032.947,GROUP1
8/3/2018,2203030175,20032554,300458342,2203030175,สค.70-2917,DIESEL,9860.78,269593.7252,GROUP1
8/3/2018,2203030176,20071490,300950643,2203030176,ชม.70-5299,DIESEL,9834.54,268876.3236,GROUP1
8/3/2018,2203030177,20045440,300421066,2203030177,ชม.70-4355,DIESEL,9362,255957.08,GROUP1
8/3/2018,2203030178,20098201,300406834,2203030178,สค.70-2507,DIESEL,9509.48,259989.1832,GROUP1
8/3/2018,2203030180,20079053,300877809,2203030180,สค.70-4386,GASOHOL95,9519.34,310996.8378,GROUP1
8/3/2018,2203030184,20073185,300118191,2203030184,ชม.70-5301,DIESEL,9653.56,263928.3304,GROUP1
8/3/2018,2203030192,20071477,300820407,2203030192,ฉช.82-4812,DIESEL,6076.76,166138.6184,GROUP1
8/3/2018,2203030230,20073523,300815592,2203030230,ชม.70-5261,DIESEL,9996.12,273293.9208,GROUP1
8/3/2018,2203030239,20061551,300114170,2203030239,สค.70-2919,GASOHOL95,9056.42,295873.2414,GROUP1
8/3/2018,2203030275,20069306,300727887,2203030275,ฉช.82-8528,DIESEL,7244.14,198054.7876,GROUP1
8/3/2018,2203030337,20057531,300198085,2203030337,ฉช.82-2839,DIESEL,9985.1,272992.634,GROUP1
8/3/2018,2203030379,20071275,300729531,2203030379,กท.79-7691,DIESEL,9537.78,260762.9052,GROUP1
8/3/2018,2203030461,20096433,300291245,2203030461,กท.78-6742,DIESEL,8012.58,219063.9372,GROUP1
8/3/2018,2203030464,20070527,300575887,2203030464,กท.79-0841,DIESEL,8810,240865.4,GROUP1
8/3/2018,2203030465,20036171,300494129,2203030465,กท.79-2716,DIESEL,9925.26,271356.6084,GROUP1
8/3/2018,2203030472,20019331,300612251,2203030472,สค.70-6123,DIESEL,9797.42,267861.4628,GROUP1
8/3/2018,2203030477,20098309,300482337,2203030477,กท.78-1149,DIESEL,9171.64,250752.6376,GROUP1
8/3/2018,2203030479,20012157,300539602,2203030479,กท.78-4646,GASOHOL95,9960.5,325409.535,GROUP1
8/3/2018,2203030486,20032750,300912942,2203030486,ชบ.85-0496,DIESEL,9915.52,271090.3168,GROUP1
8/3/2018,2203030534,20072532,300197415,2203030534,กท.79-0144,DIESEL,9455.06,258501.3404,GROUP1
8/3/2018,2203030537,20017590,300367958,2203030537,กท.79-1830,DIESEL,9946.2,271929.108,GROUP1
8/3/2018,2203030538,20092697,300734808,2203030538,ชม.70-5300,DIESEL,6877.52,188031.3968,GROUP1
8/3/2018,2203030548,20047901,300824943,2203030548,ชม.70-5122,DIESEL,7697.76,210456.7584,GROUP1
8/3/2018,2203030554,20046374,300469805,2203030554,กท.61-6471,GASOHOL95,9906.18,323634.9006,GROUP1
8/3/2018,2203030561,20077816,300912069,2203030561,สค.70-4335,GASOHOL95,8811.9,287884.773,GROUP1
8/3/2018,2203030565,20047058,300626011,2203030565,กท.79-5578,DIESEL,9987.76,273065.3584,GROUP1
8/3/2018,2203030571,20067066,300518640,2203030571,กท.78-6739,DIESEL,6988.88,191075.9792,GROUP1
8/3/2018,2203030595,20070989,300619777,2203030595,กท.79-0642,DIESEL,9744.14,266404.7876,GROUP1
8/3/2018,2203030610,20037235,300567503,2203030610,กท.74-9070,DIESEL,9993.06,273210.2604,GROUP1
8/3/2018,2203030611,20080052,300387809,2203030611,กท.78-7993,DIESEL,8267.98,226046.5732,GROUP1
8/3/2018,2203030613,20065673,300628769,2203030613,กท.79-5579,DIESEL,8840.56,241700.9104,GROUP1
8/3/2018,2203030675,20099240,300676195,2203030675,กท.79-2717,DIESEL,9771.58,267154.9972,GROUP1
8/3/2018,2203030699,20047509,300672097,2203030699,กท.74-9067,DIESEL,8164.06,223205.4004,GROUP1
8/3/2018,2203030729,20045326,300223602,2203030729,กท.76-4825,GASOHOL95,9997.28,326611.1376,GROUP1
8/3/2018,2203030735,20062786,300766745,2203030735,กท.79-0641,DIESEL,6353.9,173715.626,GROUP1
8/3/2018,2203030778,20061935,300505709,2203030778,กท.77-8134,DIESEL,8511.18,232695.6612,GROUP1
8/3/2018,2203030799,20067583,300897520,2203030799,กท.60-4207,GASOHOL95,8854.62,289280.4354,GROUP1
8/3/2018,2203030907,20036114,300878372,2203030907,กท.79-5584,DIESEL,7742.62,211683.2308,GROUP1
8/3/2018,2203030924,20093285,300633771,2203030924,ฉช.82-7443,DIESEL,9929.2,271464.328,GROUP1
8/3/2018,2203030965,20063552,300660803,2203030965,กท.79-3258,DIESEL,8770.12,239775.0808,GROUP1
8/3/2018,2203031087,20081389,300268323,2203031087,ลพ.70-0786,DIESEL,9496.74,259640.8716,GROUP1
