PO_NUMBER,PaymentNO,DATE,PARTOL_TYPE,O'ty,AMOUNT,Price/Liter,shipping Address,CompanyID,Companyname,TaxNumber,,,
2203033833,20038200,2018/03/09,DIESEL,8372.7,233430.876,27.88,30013992,900930667,Suarez Thailand,100615391,,,
2203033837,20035596,2018/03/09,GASOHOL95,8319.76,270724.9904,32.54,30045421,900696244,Ahmad Thailand,100823035,,,
2203033845,20027954,2018/03/09,DIESEL,8273.78,230672.9864,27.88,30034185,900683047,Barbosa Thailand,100825070,,,
2203033871,20021886,2018/03/09,DIESEL,9983.76,278347.2288,27.88,30018565,900181672,Hidayat Ltd.,100328456,,,
2203033874,20066686,2018/03/09,DIESEL,9646.04,268931.5952,27.88,30023005,900301370,Siddique co.,100369431,,,
2203033876,20074993,2018/03/09,DIESEL,9131.42,254583.9896,27.88,30032380,900996478,Uddin co.,100189297,,,
2203033900,20018888,2018/03/09,DIESEL,9749.62,271819.4056,27.88,10011002,900628124,Truong co.,100174147,,,
2203034036,20082997,2018/03/09,GASOHOL95,9242.58,300753.5532,32.54,30029534,900918894,Carl Thailand,100544777,,,
2203034076,20073789,2018/03/09,DIESEL,7863.86,219244.4168,27.88,10001126,900617086,Petrova Thailand,100583989,,,
2203034092,20087034,2018/03/09,DIESEL,9254.34,258010.9992,27.88,30028481,900903642,Kone PCL.,100180854,,,
2203034122,20093254,2018/03/09,DIESEL,9886.74,275642.3112,27.88,30004035,900948162,Bai co.,100296439,,,
2203034132,20057130,2018/03/09,DIESEL,9597.44,267576.6272,27.88,30029534,900918894,Carl Thailand,100529953,,,
2203034149,20086980,2018/03/09,DIESEL,9992,278576.96,27.88,30029534,900918894,Carl Thailand,100936824,,,
2203034267,20055523,2018/03/09,DIESEL,9961.84,277736.0992,27.88,10002812,900769545,Afzal Ltd.,100451849,,,
2203034329,20086142,2018/03/09,DIESEL,9921.64,276615.3232,27.88,30013037,900111220,Palacios PCL.,100918540,,,
2203034333,20069458,2018/03/09,GASOHOL95,9543.22,310536.3788,32.54,30029534,900918894,Carl Thailand,100190292,,,
2203034393,20021622,2018/03/09,DIESEL,9748.98,271801.5624,27.88,30038348,900698255,Umar Ltd.,100850639,,,
2203034397,20092179,2018/03/09,GASOHOL95,9805.84,319082.0336,32.54,30038362,900525719,Musa Thailand,100891341,,,
2203034399,20045633,2018/03/09,GASOHOL95,9986.44,324958.7576,32.54,30038362,900525719,Musa Thailand,100671665,,,
2203034401,20058969,2018/03/09,GASOHOL95,8829.64,287316.4856,32.54,30029534,900918894,Carl Thailand,100419575,,,
2203034402,20041626,2018/03/09,DIESEL,9004.1,251034.308,27.88,30038362,900525719,Musa Thailand,100842230,,,
2203034427,20073310,2018/03/09,DIESEL,9278.46,258683.4648,27.88,10020687,900192203,Xue PCL.,100733708,,,
2203034438,20057323,2018/03/09,DIESEL,9941.66,277173.4808,27.88,30038348,900698255,Umar Ltd.,100363346,,,
2203034497,20032407,2018/03/09,GASOHOL95,9636.38,313567.8052,32.54,10021756,900996329,da Conceiçao PCL.,100112718,,,
2203034502,20081073,2018/03/09,DIESEL,8376.92,233548.5296,27.88,30040542,900309334,Robert Ltd.,100280468,,,
2203034535,20094766,2018/03/09,DIESEL,9992.24,278583.6512,27.88,30043240,900149913,de Araujo Thailand,100134758,,,
2203034556,20067336,2018/03/09,DIESEL,8497.48,236909.7424,27.88,30017362,900387596,Ponce co.,100142485,,,
2203034571,20078178,2018/03/09,DIESEL,9095.68,253587.5584,27.88,10020965,900619874,Brenda Thailand,100902534,,,
2203034626,20045178,2018/03/09,DIESEL,9905.92,276177.0496,27.88,30038348,900698255,Umar Ltd.,100718755,,,
2203034636,20090707,2018/03/09,DIESEL,9959.58,277673.0904,27.88,10002966,900164770,Ahmad Ltd.,100879572,,,
2203034670,20089763,2018/03/09,GASOHOL95,9242.98,300766.5692,32.54,30038362,900525719,Musa Thailand,100579071,,,
2203034685,20036313,2018/03/09,DIESEL,9717.02,270910.5176,27.88,30009314,900538633,Vaghel Thailand,100449581,,,
2203034688,20073211,2018/03/09,DIESEL,9946.44,277306.7472,27.88,30038348,900698255,Umar Ltd.,100498516,,,
2203034703,20057407,2018/03/09,DIESEL,8286.16,231018.1408,27.88,30003313,900809814,Patel Thailand,100124618,,,
2203034713,20060397,2018/03/09,GASOHOL95,7543.36,245460.9344,32.54,10022543,900576142,Calderon co.,100606114,,,
2203034717,20070407,2018/03/09,DIESEL,8728.36,243346.6768,27.88,30000876,900402499,Gayakwad co.,100936547,,,
2203034743,20013566,2018/03/09,DIESEL,9075.08,253013.2304,27.88,30038348,900698255,Umar Ltd.,100681677,,,
2203034746,20078211,2018/03/09,GASOHOL95,9885.86,321685.8844,32.54,30038390,900756015,Haji PCL.,100993764,,,
2203034765,20054648,2018/03/09,GASOHOL95,9711.44,316010.2576,32.54,30040275,900878137,Chowdhury Ltd.,100179164,,,
2203034772,20017947,2018/03/09,DIESEL,9877.06,275372.4328,27.88,30024438,900661334,Fan Thailand,100494551,,,
2203034913,20069452,2018/03/09,DIESEL,7254.24,202248.2112,27.88,30043240,900149913,de Araujo Thailand,100512034,,,
2203034919,20011056,2018/03/09,DIESEL,9042.12,252094.3056,27.88,30025789,900845721,Mark PCL.,100172000,,,
2203034939,20031500,2018/03/09,DIESEL,9959.94,277683.1272,27.88,30018141,900527094,Machado PCL.,100859120,,,
2203035009,20023877,2018/03/09,DIESEL,9914.7,276421.836,27.88,10002917,900566996,Vieira Thailand,100637541,,,
2203035030,20029233,2018/03/09,DIESEL,9996.18,278693.4984,27.88,30038348,900698255,Umar Ltd.,100852430,,,
2203035054,20072735,2018/03/09,DIESEL,9409.84,262346.3392,27.88,30038347,900964090,António co.,100471090,,,
2203035073,20063321,2018/03/09,DIESEL,9996.1,278691.268,27.88,10008836,900655094,Wei co.,100179861,,,
2203035086,20024354,2018/03/09,DIESEL,9988.64,278483.2832,27.88,10007890,900463018,Pang co.,100777813,,,
2203035112,20028346,2018/03/09,DIESEL,6598.4,183963.392,27.88,30043240,900149913,de Araujo Thailand,100948594,,,
2203035119,20080770,2018/03/09,DIESEL,9960.74,277705.4312,27.88,30045819,900929839,Silva Ltd.,100490089,,,
2203035186,20099764,2018/03/09,DIESEL,9133.66,254646.4408,27.88,30013992,900930667,Suarez Thailand,100576427,,,
2203035213,20095574,2018/03/09,DIESEL,7439,207399.32,27.88,30000417,900541792,Hou Thailand,100688565,,,
2203035218,20086341,2018/03/09,DIESEL,9944.88,277263.2544,27.88,30024483,900102238,Amber Thailand,100364051,,,
2203035286,20090927,2018/03/09,DIESEL,8629.5,240590.46,27.88,30025789,900845721,Mark PCL.,100653680,,,
2203035287,20092877,2018/03/09,DIESEL,9998.14,278748.1432,27.88,30002244,900627148,Giri co.,100908532,,,
2203035305,20015211,2018/03/09,DIESEL,9728.94,271242.8472,27.88,10002692,900626845,Benitez co.,100928234,,,
2203035311,20086181,2018/03/09,DIESEL,8058.88,224681.5744,27.88,30000420,900936124,Tran co.,100216010,,,
2203035337,20094613,2018/03/09,DIESEL,8767.78,244445.7064,27.88,30023006,900231215,Mali Thailand,100853933,,,
2203035340,20099108,2018/03/09,DIESEL,6532.24,182118.8512,27.88,10002692,900626845,Benitez co.,100642007,,,
2203035346,20012038,2018/03/09,DIESEL,8431.82,235079.1416,27.88,10002227,900692693,Wayne PCL.,100909599,,,
2203035397,20078391,2018/03/09,DIESEL,9558.3,266485.404,27.88,30000425,900302592,Kwon PCL.,100350893,,,
2203035419,20068355,2018/03/09,DIESEL,9904.64,276141.3632,27.88,30024855,900379336,Michael co.,100602471,,,
2203035466,20013369,2018/03/09,DIESEL,9837.1,274258.348,27.88,30000448,900466998,Rahim Thailand,100105189,,,
2203035483,20013392,2018/03/09,DIESEL,8714.64,242964.1632,27.88,30029534,900918894,Carl Thailand,100634788,,,
2203035499,20094839,2018/03/09,DIESEL,8503.68,237082.5984,27.88,30042418,900815711,Akhtar Ltd.,100740351,,,
2203035545,20018691,2018/03/09,DIESEL,9920.04,276570.7152,27.88,30020880,900162801,Osorio co.,100299050,,,
2203035568,20091080,2018/03/09,DIESEL,8631.96,240659.0448,27.88,30000441,900265470,Solomon Ltd.,100886851,,,
2203035576,20024481,2018/03/09,DIESEL,9938.02,277071.9976,27.88,30015113,900355856,Carter Ltd.,100119920,,,
2203035641,20063904,2018/03/09,DIESEL,8666.42,241619.7896,27.88,30038348,900698255,Umar Ltd.,100838470,,,
2203035737,20048336,2018/03/09,DIESEL,8392.44,233981.2272,27.88,30000440,900182531,Mendoza Ltd.,100764285,,,
2203035823,20028928,2018/03/09,DIESEL,9542.58,266047.1304,27.88,30038348,900698255,Umar Ltd.,100577728,,,
2203035826,20026239,2018/03/09,DIESEL,9953.84,277513.0592,27.88,30001090,900464445,Adamu co.,100813193,,,
2203035828,20091484,2018/03/09,DIESEL,9995.5,278674.54,27.88,30003313,900809814,Patel Thailand,100538811,,,
2203035832,20016548,2018/03/09,DIESEL,9946.14,277298.3832,27.88,30020706,900260109,Jin Thailand,100655467,,,
2203035885,20036418,2018/03/09,DIESEL,9970.96,277990.3648,27.88,30038348,900698255,Umar Ltd.,100455837,,,
2203036256,20093265,2018/03/10,DIESEL,7094.98,194828.1508,27.46,30021096,900425246,Öztürk co.,100918864,,,
2203036257,20037966,2018/03/10,GASOHOL95,9991.7,334721.95,33.5,30038390,900756015,Haji PCL.,100834187,,,
2203036258,20057481,2018/03/10,DIESEL,9964.16,273615.8336,27.46,30038348,900698255,Umar Ltd.,100336118,,,
2203036266,20067606,2018/03/10,DIESEL,9072.46,249129.7516,27.46,30038348,900698255,Umar Ltd.,100548688,,,
2203036270,20089818,2018/03/10,DIESEL,9996.72,274509.9312,27.46,10011635,900392989,Michael PCL.,100543118,,,
2203036274,20025797,2018/03/10,DIESEL,9847.24,270405.2104,27.46,30038348,900698255,Umar Ltd.,100890574,,,
2203036275,20060896,2018/03/10,GASOHOL95,9839.12,329610.52,33.5,30038390,900756015,Haji PCL.,100811210,,,
2203036276,20049186,2018/03/10,DIESEL,9700.5,266375.73,27.46,30038390,900756015,Haji PCL.,100330830,,,
2203036317,20037061,2018/03/10,GASOHOL95,7323.82,245347.97,33.5,30029534,900918894,Carl Thailand,100235858,,,
2203036368,20049702,2018/03/10,DIESEL,9849.92,270478.8032,27.46,30026514,900893009,Judith co.,100891980,,,
2203036393,20028115,2018/03/10,DIESEL,9820.18,269662.1428,27.46,30026514,900893009,Judith co.,100682650,,,
2203036430,20097320,2018/03/10,DIESEL,9549.94,262241.3524,27.46,30022767,900122252,Rodriguez co.,100227869,,,
2203036440,20066013,2018/03/10,DIESEL,9335.18,256344.0428,27.46,10007463,900197604,Xiong co.,100140082,,,
2203036475,20032310,2018/03/10,GASOHOL95,9836.92,329536.82,33.5,30040275,900878137,Chowdhury Ltd.,100736336,,,
2203036481,20047428,2018/03/10,GASOHOL95,9165.2,307034.2,33.5,30028481,900903642,Kone PCL.,100174352,,,
2203036490,20039974,2018/03/10,DIESEL,9452.36,259561.8056,27.46,30038348,900698255,Umar Ltd.,100665260,,,
2203036561,20039626,2018/03/10,DIESEL,9781.82,268608.7772,27.46,30038390,900756015,Haji PCL.,100333952,,,
2203036562,20094041,2018/03/10,DIESEL,9999.44,274584.6224,27.46,10002692,900626845,Benitez co.,100448327,,,
2203036564,20053614,2018/03/10,DIESEL,9874.24,271146.6304,27.46,10002758,900958892,Abdul co.,100934030,,,
2203036566,20092104,2018/03/10,DIESEL,6072.14,166740.9644,27.46,30041102,900195522,Cao co.,100820758,,,
2203036570,20014308,2018/03/10,DIESEL,9889.54,271566.7684,27.46,30023002,900732552,Çelik Thailand,100353740,,,
2203036581,20065753,2018/03/10,DIESEL,9118.6,250396.756,27.46,10010409,900395500,Ramos Thailand,100597570,,,
2203036586,20057383,2018/03/10,DIESEL,9315.94,255815.7124,27.46,30012564,900175273,Hoque Ltd.,100867027,,,
2203036604,20064795,2018/03/10,DIESEL,9610.62,263907.6252,27.46,10001126,900617086,Petrova Thailand,100764711,,,
2203036609,20078604,2018/03/10,DIESEL,9870.76,271051.0696,27.46,10006801,900631366,Sun Thailand,100204857,,,
2203036654,20040654,2018/03/10,DIESEL,9991.56,274368.2376,27.46,10008836,900655094,Wei co.,100347329,,,
2203036669,20091222,2018/03/10,GASOHOL95,8780.7,294153.45,33.5,30023003,900850754,Salisu PCL.,100504711,,,
2203036690,20031042,2018/03/10,DIESEL,7573.96,207980.9416,27.46,10023278,900601500,Ndiaye PCL.,100431965,,,
2203036692,20019856,2018/03/10,DIESEL,8708.04,239122.7784,27.46,30038390,900756015,Haji PCL.,100799872,,,
2203036696,20063537,2018/03/10,DIESEL,9265.18,254421.8428,27.46,30020708,900341421,Abu Thailand,100359932,,,
2203036704,20076661,2018/03/10,DIESEL,9729.12,267161.6352,27.46,30042727,900321356,Samuel PCL.,100513499,,,
2203036706,20052538,2018/03/10,DIESEL,7899.52,216920.8192,27.46,30013992,900930667,Suarez Thailand,100225532,,,
2203036724,20062153,2018/03/10,DIESEL,9566.2,262687.852,27.46,30038390,900756015,Haji PCL.,100112849,,,
2203036737,20048051,2018/03/10,DIESEL,9982.74,274126.0404,27.46,30028111,900782373,Jeremy Thailand,100275056,,,
2203036750,20067256,2018/03/10,DIESEL,9532.7,261767.942,27.46,10002256,900592522,Reddy Thailand,100439653,,,
2203036762,20047575,2018/03/10,DIESEL,9435.68,259103.7728,27.46,30000448,900466998,Rahim Thailand,100957894,,,
2203036782,20015905,2018/03/10,GASOHOL95,9933.12,332759.52,33.5,30030400,900568300,Romero Thailand,100516052,,,
2203036815,20047386,2018/03/10,DIESEL,9993.96,274434.1416,27.46,30025508,900694980,Traore PCL.,100385136,,,
2203036857,20066582,2018/03/10,DIESEL,9729.52,267172.6192,27.46,30038137,900619163,Molina Thailand,100614291,,,
2203036868,20071797,2018/03/10,GASOHOL95,9703.22,325057.87,33.5,30027584,900485463,Shimizu Thailand,100342503,,,
2203036889,20056393,2018/03/10,DIESEL,8188.14,224846.3244,27.46,30020647,900292241,Heather PCL.,100503884,,,
2203036945,20027805,2018/03/10,DIESEL,9483.58,260419.1068,27.46,30029534,900918894,Carl Thailand,100879312,,,
2203037007,20079463,2018/03/10,DIESEL,9791.46,268873.4916,27.46,30040004,900865389,Amber Ltd.,100487373,,,
2203037013,20036944,2018/03/10,GASOHOL95,9733.4,326068.9,33.5,30038362,900525719,Musa Thailand,100856141,,,
2203037014,20071584,2018/03/10,DIESEL,9942.9,273032.034,27.46,30038362,900525719,Musa Thailand,100560268,,,
2203037021,20094445,2018/03/10,DIESEL,9993.08,274409.9768,27.46,10002913,900998229,Wang co.,100509237,,,
2203037025,20091809,2018/03/10,GASOHOL95,9971.88,334057.98,33.5,30029534,900918894,Carl Thailand,100161679,,,
2203037035,20044719,2018/03/10,DIESEL,9680.42,265824.3332,27.46,30029534,900918894,Carl Thailand,100715320,,,
2203037061,20050112,2018/03/10,DIESEL,9958.08,273448.8768,27.46,30029534,900918894,Carl Thailand,100727724,,,
2203037096,20063249,2018/03/10,DIESEL,9688.84,266055.5464,27.46,30038348,900698255,Umar Ltd.,100966326,,,
2203037165,20015942,2018/03/10,GASOHOL95,7799.46,261281.91,33.5,30005547,900193602,Bag co.,100927712,,,
2203037291,20012683,2018/03/10,DIESEL,9722.66,266984.2436,27.46,30043240,900149913,de Araujo Thailand,100281668,,,
2203037311,20071779,2018/03/10,DIESEL,9782.1,268616.466,27.46,30038362,900525719,Musa Thailand,100365201,,,
2203037326,20047042,2018/03/10,GASOHOL95,6268.96,210010.16,33.5,30029534,900918894,Carl Thailand,100576995,,,
2203037342,20099887,2018/03/10,GASOHOL95,9979.86,334325.31,33.5,30038362,900525719,Musa Thailand,100456027,,,
2203037350,20025055,2018/03/10,GASOHOL95,6271.64,210099.94,33.5,30038348,900698255,Umar Ltd.,100156684,,,
2203037354,20083129,2018/03/10,DIESEL,9229.74,253448.6604,27.46,30013037,900111220,Palacios PCL.,100514749,,,
2203037418,20013048,2018/03/10,DIESEL,9388.9,257819.194,27.46,10022051,900794856,Jie co.,100188580,,,
2203037424,20086990,2018/03/10,DIESEL,9196.88,252546.3248,27.46,10002244,900787895,Gul co.,100816131,,,
2203037462,20038348,2018/03/10,DIESEL,7695.5,211318.43,27.46,10002888,900824729,Omar Ltd.,100265146,,,
2203037484,20080940,2018/03/10,DIESEL,9970.52,273790.4792,27.46,30027174,900501135,Wen co.,100477204,,,
2203037622,20089076,2018/03/10,DIESEL,9997.08,274519.8168,27.46,30026658,900545918,Noor PCL.,100479434,,,
2203037645,20052453,2018/03/10,DIESEL,6985.16,191812.4936,27.46,10008836,900655094,Wei co.,100165694,,,
2203037744,20024945,2018/03/10,DIESEL,9993.38,274418.2148,27.46,10012334,900544783,Bux Ltd.,100864873,,,
2203037745,20078020,2018/03/10,DIESEL,8820.84,242220.2664,27.46,30028393,900729796,Costa Thailand,100569545,,,
2203037746,20073668,2018/03/10,DIESEL,7945.62,218186.7252,27.46,30019258,900495452,Robert co.,100154573,,,
2203037759,20026506,2018/03/10,DIESEL,9764.04,268120.5384,27.46,30003313,900809814,Patel Thailand,100870743,,,
2203037770,20025448,2018/03/10,DIESEL,9283.86,254934.7956,27.46,30038348,900698255,Umar Ltd.,100939960,,,
2203037777,20066566,2018/03/10,DIESEL,8561.94,235110.8724,27.46,30038348,900698255,Umar Ltd.,100432531,,,
2203037790,20074183,2018/03/10,DIESEL,9819.86,269653.3556,27.46,30021092,900432589,Tong PCL.,100527427,,,
2203037791,20098473,2018/03/10,DIESEL,8345.8,229175.668,27.46,30026514,900893009,Judith co.,100351205,,,
2203037812,20042583,2018/03/10,DIESEL,8232.06,226052.3676,27.46,10002966,900164770,Ahmad Ltd.,100200414,,,
2203037835,20032812,2018/03/10,DIESEL,8227.64,225930.9944,27.46,30002244,900627148,Giri co.,100417733,,,
2203037889,20022939,2018/03/10,GASOHOL95,9276.46,310761.41,33.5,10022543,900576142,Calderon co.,100523884,,,
2203037942,20025188,2018/03/10,DIESEL,8198.06,225118.7276,27.46,30038347,900964090,António co.,100795589,,,
2203037991,20040548,2018/03/10,GASOHOL95,9005.76,301692.96,33.5,30038362,900525719,Musa Thailand,100168559,,,
2203037997,20066760,2018/03/10,DIESEL,9929.08,272652.5368,27.46,30003071,900529293,Andrade co.,100936444,,,
2203038023,20010780,2018/03/10,DIESEL,9977.2,273973.912,27.46,30029534,900918894,Carl Thailand,100466709,,,
2203038043,20090685,2018/03/10,GASOHOL95,9992.12,334736.02,33.5,30038348,900698255,Umar Ltd.,100747079,,,
2203038045,20013442,2018/03/10,DIESEL,9350.02,256751.5492,27.46,30013992,900930667,Suarez Thailand,100877935,,,
2203038049,20040636,2018/03/10,DIESEL,9730.06,267187.4476,27.46,10022660,900436502,Henry Ltd.,100478986,,,
2203038051,20094312,2018/03/10,GASOHOL95,6413.94,214866.99,33.5,30034185,900683047,Barbosa Thailand,100138947,,,
2203038070,20092160,2018/03/10,GASOHOL95,9850.24,329983.04,33.5,10022660,900436502,Henry Ltd.,100423352,,,
2203038073,20071735,2018/03/10,GASOHOL95,9992.78,334758.13,33.5,10022660,900436502,Henry Ltd.,100237141,,,
2203038077,20032122,2018/03/10,DIESEL,8897.94,244337.4324,27.46,30024855,900379336,Michael co.,100629416,,,
2203038105,20059904,2018/03/10,DIESEL,9929.9,272675.054,27.46,30038348,900698255,Umar Ltd.,100717214,,,
2203038132,20017065,2018/03/10,DIESEL,8661.3,237839.298,27.46,30037192,900917745,Pinto Ltd.,100320016,,,
2203038133,20085338,2018/03/10,DIESEL,9262.36,254344.4056,27.46,10002940,900768802,Escobar Thailand,100756742,,,
2203038151,20028027,2018/03/10,DIESEL,9962.52,273570.7992,27.46,30023005,900301370,Siddique co.,100228470,,,
2203038160,20053113,2018/03/10,DIESEL,9885.38,271452.5348,27.46,10002917,900566996,Vieira Thailand,100730578,,,
2203038228,20054456,2018/03/10,DIESEL,7674.96,210754.4016,27.46,30042727,900321356,Samuel PCL.,100135109,,,
2203038241,20065811,2018/03/10,DIESEL,9999.88,274596.7048,27.46,30000420,900936124,Tran co.,100364517,,,
2203038286,20024180,2018/03/10,DIESEL,9077.74,249274.7404,27.46,10021849,900943138,Tiwari co.,100575569,,,
2203038326,20029502,2018/03/10,DIESEL,9979.04,274024.4384,27.46,10011705,900741748,Duran co.,100245211,,,
2203038330,20067207,2018/03/10,DIESEL,9994.6,274451.716,27.46,10022050,900225687,Alan Ltd.,100353066,,,
2203038355,20049309,2018/03/10,DIESEL,9861.54,270797.8884,27.46,10002692,900626845,Benitez co.,100553033,,,
2203038356,20083220,2018/03/10,GASOHOL95,9972.24,334070.04,33.5,10022543,900576142,Calderon co.,100124211,,,
2203038405,20083159,2018/03/10,GASOHOL95,9943.3,333100.55,33.5,10021938,900536640,Ti Ltd.,100587494,,,
2203038408,20068440,2018/03/10,GASOHOL95,8199.34,274677.89,33.5,10021938,900536640,Ti Ltd.,100958116,,,
2203038424,20016288,2018/03/10,DIESEL,9879.5,271291.07,27.46,30025789,900845721,Mark PCL.,100757102,,,
2203038428,20021546,2018/03/10,DIESEL,9559.4,262501.124,27.46,30029534,900918894,Carl Thailand,100924916,,,
2203038438,20065588,2018/03/10,DIESEL,8057.66,221263.3436,27.46,30038348,900698255,Umar Ltd.,100896225,,,
2203038494,20045495,2018/03/10,GASOHOL95,9999.94,334997.99,33.5,10022543,900576142,Calderon co.,100251286,,,
2203038508,20074620,2018/03/10,DIESEL,9999.92,274597.8032,27.46,30043240,900149913,de Araujo Thailand,100833556,,,
2203038586,20046576,2018/03/10,DIESEL,9989.42,274309.4732,27.46,10022660,900436502,Henry Ltd.,100890798,,,
2203038611,20040195,2018/03/10,GASOHOL95,6502.42,217831.07,33.5,30038348,900698255,Umar Ltd.,100754529,,,
2203038612,20073489,2018/03/10,GASOHOL95,7267.4,243457.9,33.5,10022660,900436502,Henry Ltd.,100672229,,,
2203038631,20053547,2018/03/10,DIESEL,9806.66,269290.8836,27.46,30029534,900918894,Carl Thailand,100526747,,,
2203038695,20050883,2018/03/10,DIESEL,9998.86,274568.6956,27.46,10008093,900552593,Jana co.,100960638,,,
2203038750,20052862,2018/03/10,DIESEL,8417.42,231142.3532,27.46,10021385,900416393,Shirley Thailand,100694799,,,
2203038752,20033958,2018/03/10,DIESEL,7774.4,213485.024,27.46,30043681,900126554,Hosseini Thailand,100459022,,,
2203038755,20032738,2018/03/10,DIESEL,9432.56,259018.0976,27.46,30003313,900809814,Patel Thailand,100300908,,,
2203038756,20066450,2018/03/10,DIESEL,9980.8,274072.768,27.46,30033260,900782972,Yusuf Thailand,100509945,,,
2203038766,20076041,2018/03/10,DIESEL,8991.38,246903.2948,27.46,30029534,900918894,Carl Thailand,100267670,,,
2203038769,20086003,2018/03/10,DIESEL,9787.42,268762.5532,27.46,30038390,900756015,Haji PCL.,100575308,,,
2203038801,20086517,2018/03/10,DIESEL,7296.42,200359.6932,27.46,30038348,900698255,Umar Ltd.,100915593,,,
2203038805,20069386,2018/03/10,DIESEL,8055.86,221213.9156,27.46,30038348,900698255,Umar Ltd.,100792202,,,
2203038820,20071384,2018/03/10,DIESEL,9999.9,274597.254,27.46,30029534,900918894,Carl Thailand,100321184,,,
2203038847,20068983,2018/03/10,DIESEL,8886.7,244028.782,27.46,10020965,900619874,Brenda Thailand,100535390,,,
2203038902,20092215,2018/03/10,DIESEL,9420.2,258678.692,27.46,30038348,900698255,Umar Ltd.,100699017,,,
2203038954,20055814,2018/03/10,DIESEL,9996.58,274506.0868,27.46,30018141,900527094,Machado PCL.,100649457,,,
2203039402,20088550,2018/03/11,GASOHOL95,9983.36,333943.392,33.45,30038390,900756015,Haji PCL.,100391538,,,
2203039403,20057767,2018/03/11,GASOHOL95,9382.26,313836.597,33.45,30038348,900698255,Umar Ltd.,100777301,,,
2203039404,20083074,2018/03/11,GASOHOL95,7493.58,250660.251,33.45,30038348,900698255,Umar Ltd.,100395105,,,
2203039405,20036848,2018/03/11,DIESEL,9137.16,262601.9784,28.74,30038390,900756015,Haji PCL.,100187498,,,
2203039406,20097455,2018/03/11,DIESEL,9640.68,277073.1432,28.74,30038390,900756015,Haji PCL.,100371132,,,
2203039408,20055263,2018/03/11,GASOHOL95,9879.04,330453.888,33.45,30038390,900756015,Haji PCL.,100385691,,,
2203039437,20087592,2018/03/11,DIESEL,9999.6,287388.504,28.74,30038348,900698255,Umar Ltd.,100808909,,,
2203039461,20024061,2018/03/11,DIESEL,9296.58,267183.7092,28.74,30038390,900756015,Haji PCL.,100531171,,,
2203039469,20051200,2018/03/11,DIESEL,9978.38,286778.6412,28.74,30013037,900111220,Palacios PCL.,100821401,,,
2203039619,20086961,2018/03/11,GASOHOL95,6332.88,211834.836,33.45,30038347,900964090,António co.,100549847,,,
2203039695,20040616,2018/03/11,DIESEL,9602.78,275983.8972,28.74,30001090,900464445,Adamu co.,100276233,,,
2203039696,20097835,2018/03/11,DIESEL,9967.76,286473.4224,28.74,30034185,900683047,Barbosa Thailand,100438356,,,
2203039701,20069514,2018/03/11,DIESEL,9978.24,286774.6176,28.74,30038348,900698255,Umar Ltd.,100230087,,,
2203039780,20025981,2018/03/11,DIESEL,9945.8,285842.292,28.74,30020702,900700875,Karim Ltd.,100829521,,,
2203039782,20053354,2018/03/11,DIESEL,9777.36,281001.3264,28.74,30027584,900485463,Shimizu Thailand,100824410,,,
2203039783,20093011,2018/03/11,GASOHOL95,8270.96,276663.612,33.45,30032384,900260843,Paredes Thailand,100915919,,,
2203039802,20055244,2018/03/11,DIESEL,8289.9,238251.726,28.74,30002244,900627148,Giri co.,100721383,,,
2203039808,20099913,2018/03/11,DIESEL,8937.68,256868.9232,28.74,10003041,900304705,Sylla Thailand,100134264,,,
2203039816,20067354,2018/03/11,DIESEL,7679.18,220699.6332,28.74,10002256,900592522,Reddy Thailand,100943677,,,
2203039832,20015789,2018/03/11,DIESEL,9237.16,265475.9784,28.74,30038390,900756015,Haji PCL.,100736210,,,
2203039865,20049660,2018/03/11,GASOHOL95,9997.72,334423.734,33.45,10003015,900330006,Hadi PCL.,100267980,,,
2203039867,20084719,2018/03/11,DIESEL,9842.8,282882.072,28.74,30038390,900756015,Haji PCL.,100688079,,,
2203039872,20087158,2018/03/11,DIESEL,9804.78,281789.3772,28.74,30027174,900501135,Wen co.,100567398,,,
2203039876,20055765,2018/03/11,DIESEL,9057.78,260320.5972,28.74,10021113,900250853,Wright PCL.,100666834,,,
2203039881,20024651,2018/03/11,DIESEL,9657.28,277550.2272,28.74,30045372,900724510,Ferreira co.,100883096,,,
2203039885,20085817,2018/03/11,DIESEL,9200.98,264436.1652,28.74,30018565,900181672,Hidayat Ltd.,100311575,,,
2203039894,20070553,2018/03/11,DIESEL,9604.3,276027.582,28.74,30013992,900930667,Suarez Thailand,100944629,,,
2203039916,20094537,2018/03/11,DIESEL,9602.36,275971.8264,28.74,30038348,900698255,Umar Ltd.,100589445,,,
2203039942,20088077,2018/03/11,DIESEL,8980.06,258086.9244,28.74,10008836,900655094,Wei co.,100964189,,,
2203039944,20036430,2018/03/11,DIESEL,9987.4,287037.876,28.74,30040971,900751689,Jia PCL.,100689035,,,
2203039952,20060307,2018/03/11,DIESEL,9995.14,287260.3236,28.74,30000449,900100592,Manjhi PCL.,100501845,,,
2203039998,20076628,2018/03/11,DIESEL,9996.2,287290.788,28.74,10002812,900769545,Afzal Ltd.,100786424,,,
2203040070,20080415,2018/03/11,DIESEL,9993.1,287201.694,28.74,30028481,900903642,Kone PCL.,100783162,,,
2203040076,20071790,2018/03/11,DIESEL,9545.7,274343.418,28.74,30000443,900624341,Thomas co.,100584664,,,
